fk_cliente;fk_produto;fk_vendedor;fk_data_pedido;unidades_vendidas;preco_unitario;desconto_percentual;cod_pedido
29783;725;276;30/08/2012;1;202.33;0;SO47724
29783;763;276;30/08/2012;1;469.79;0;SO47724
29783;716;276;30/08/2012;4;28.84;0;SO47724
29783;714;276;30/08/2012;3;28.84;0;SO47724
29783;760;276;30/08/2012;5;469.79;0;SO47724
29783;854;276;30/08/2012;11;43.49;0,02;SO47724
29783;762;276;30/08/2012;8;469.79;0;SO47724
29783;853;276;30/08/2012;1;44.99;0;SO47724
29783;708;276;30/08/2012;7;20.19;0;SO47724
29783;836;276;30/08/2012;1;324.45;0;SO47724
29783;729;276;30/08/2012;4;202.33;0;SO47724
29783;730;276;30/08/2012;2;202.33;0;SO47724
29783;797;276;30/08/2012;4;600.26;0;SO47724
29783;826;276;30/08/2012;5;67.54;0;SO47724
29783;855;276;30/08/2012;4;53.99;0;SO47724
29783;798;276;30/08/2012;1;600.26;0;SO47724
29783;768;276;30/08/2012;1;469.79;0;SO47724
29783;722;276;30/08/2012;2;183.94;0;SO47724
29783;852;276;30/08/2012;11;43.49;0,02;SO47724
29783;857;276;30/08/2012;7;53.99;0;SO47724
29783;707;276;30/08/2012;12;19.51;0,02;SO47724
29783;761;276;30/08/2012;9;469.79;0;SO47724
29783;843;276;30/08/2012;3;15.00;0;SO47724
29783;766;276;30/08/2012;3;469.79;0;SO47724
29783;711;276;30/08/2012;6;20.19;0;SO47724
29783;844;276;30/08/2012;1;11.99;0;SO47724
29783;770;276;30/08/2012;12;454.13;0,02;SO47724
29783;856;276;30/08/2012;7;53.99;0;SO47724
29704;841;279;30/08/2012;4;35.99;0;SO47725
29704;715;279;30/08/2012;4;28.84;0;SO47725
29704;795;279;30/08/2012;1;1308.94;0;SO47725
29704;761;279;30/08/2012;8;469.79;0;SO47725
29704;820;279;30/08/2012;5;198.04;0;SO47725
29704;838;279;30/08/2012;1;780.82;0;SO47725
29704;716;279;30/08/2012;3;28.84;0;SO47725
29704;714;279;30/08/2012;1;28.84;0;SO47725
29704;813;279;30/08/2012;1;65.60;0;SO47725
29704;859;279;30/08/2012;6;14.13;0;SO47725
29704;789;279;30/08/2012;5;1466.01;0;SO47725
29704;822;279;30/08/2012;1;324.45;0;SO47725
29704;790;279;30/08/2012;2;1466.01;0;SO47725
29704;856;279;30/08/2012;10;53.99;0;SO47725
29704;738;279;30/08/2012;1;183.94;0;SO47725
29704;849;279;30/08/2012;5;35.99;0;SO47725
29704;797;279;30/08/2012;3;600.26;0;SO47725
29704;765;279;30/08/2012;2;469.79;0;SO47725
29704;729;279;30/08/2012;1;202.33;0;SO47725
29704;712;279;30/08/2012;6;5.19;0;SO47725
29704;708;279;30/08/2012;1;20.19;0;SO47725
29704;854;279;30/08/2012;11;43.49;0,02;SO47725
29704;793;279;30/08/2012;1;1308.94;0;SO47725
29704;855;279;30/08/2012;2;53.99;0;SO47725
29704;764;279;30/08/2012;3;469.79;0;SO47725
29704;794;279;30/08/2012;1;1308.94;0;SO47725
29704;852;279;30/08/2012;6;44.99;0;SO47725
29704;798;279;30/08/2012;4;600.26;0;SO47725
29704;836;279;30/08/2012;2;324.45;0;SO47725
29704;850;279;30/08/2012;1;35.99;0;SO47725
29704;718;279;30/08/2012;1;780.82;0;SO47725
29704;725;279;30/08/2012;3;202.33;0;SO47725
29704;763;279;30/08/2012;6;469.79;0;SO47725
29704;835;279;30/08/2012;2;324.45;0;SO47725
29704;722;279;30/08/2012;6;183.94;0;SO47725
29704;766;279;30/08/2012;4;469.79;0;SO47725
29704;799;279;30/08/2012;2;600.26;0;SO47725
29704;826;279;30/08/2012;2;67.54;0;SO47725
29704;791;279;30/08/2012;2;1466.01;0;SO47725
29704;857;279;30/08/2012;4;53.99;0;SO47725
29704;730;279;30/08/2012;2;202.33;0;SO47725
29704;726;279;30/08/2012;2;202.33;0;SO47725
29704;844;279;30/08/2012;3;11.99;0;SO47725
29704;858;279;30/08/2012;4;14.13;0;SO47725
29704;760;279;30/08/2012;1;469.79;0;SO47725
29704;853;279;30/08/2012;4;44.99;0;SO47725
29704;707;279;30/08/2012;4;20.19;0;SO47725
29704;843;279;30/08/2012;3;15.00;0;SO47725
29549;788;279;30/08/2012;2;647.99;0;SO47726
29549;787;279;30/08/2012;1;647.99;0;SO47726
29549;748;279;30/08/2012;1;744.27;0;SO47726
29549;785;279;30/08/2012;2;647.99;0;SO47726
29549;810;279;30/08/2012;2;65.60;0;SO47726
29549;823;279;30/08/2012;4;52.65;0;SO47726
29549;825;279;30/08/2012;3;196.33;0;SO47726
29549;786;279;30/08/2012;3;647.99;0;SO47726
29549;831;279;30/08/2012;3;209.26;0;SO47726
29549;714;279;30/08/2012;6;28.84;0;SO47726
29549;844;279;30/08/2012;2;11.99;0;SO47726
29549;854;279;30/08/2012;2;44.99;0;SO47726
29549;712;279;30/08/2012;2;5.19;0;SO47726
29549;781;279;30/08/2012;2;1242.85;0;SO47726
29549;824;279;30/08/2012;1;141.62;0;SO47726
29549;862;279;30/08/2012;18;20.89;0,05;SO47726
29549;816;279;30/08/2012;3;125.42;0;SO47726
29549;852;279;30/08/2012;2;44.99;0;SO47726
29549;815;279;30/08/2012;3;36.45;0;SO47726
29549;780;279;30/08/2012;5;1242.85;0;SO47726
29549;715;279;30/08/2012;3;28.84;0;SO47726
29549;843;279;30/08/2012;4;15.00;0;SO47726
29549;779;279;30/08/2012;2;1242.85;0;SO47726
29549;856;279;30/08/2012;3;53.99;0;SO47726
29549;783;279;30/08/2012;1;1229.46;0;SO47726
29549;716;279;30/08/2012;6;28.84;0;SO47726
29549;814;279;30/08/2012;2;209.26;0;SO47726
29549;863;279;30/08/2012;14;22.03;0,02;SO47726
29549;711;279;30/08/2012;4;20.19;0;SO47726
29549;743;279;30/08/2012;1;736.15;0;SO47726
29549;849;279;30/08/2012;4;35.99;0;SO47726
29549;859;279;30/08/2012;1;14.13;0;SO47726
29549;707;279;30/08/2012;6;20.19;0;SO47726
29549;782;279;30/08/2012;4;1229.46;0;SO47726
29549;708;279;30/08/2012;4;20.19;0;SO47726
29500;814;279;30/08/2012;1;209.26;0;SO47727
29849;795;279;30/08/2012;1;1308.94;0;SO47728
29999;822;279;30/08/2012;1;324.45;0;SO47729
30096;825;274;30/08/2012;4;196.33;0;SO47730
30096;815;274;30/08/2012;2;36.45;0;SO47730
30096;788;274;30/08/2012;3;647.99;0;SO47730
30096;782;274;30/08/2012;1;1229.46;0;SO47730
30096;786;274;30/08/2012;3;647.99;0;SO47730
30096;832;274;30/08/2012;4;209.26;0;SO47730
30096;817;274;30/08/2012;1;180.13;0;SO47730
30096;809;274;30/08/2012;5;33.77;0;SO47730
30096;824;274;30/08/2012;2;141.62;0;SO47730
30096;863;274;30/08/2012;6;22.79;0;SO47730
30096;814;274;30/08/2012;2;209.26;0;SO47730
30096;743;274;30/08/2012;3;736.15;0;SO47730
30096;748;274;30/08/2012;1;744.27;0;SO47730
30096;779;274;30/08/2012;1;1242.85;0;SO47730
30096;784;274;30/08/2012;4;1229.46;0;SO47730
30096;781;274;30/08/2012;2;1242.85;0;SO47730
30096;783;274;30/08/2012;3;1229.46;0;SO47730
30096;816;274;30/08/2012;1;125.42;0;SO47730
30096;787;274;30/08/2012;2;647.99;0;SO47730
30096;831;274;30/08/2012;1;209.26;0;SO47730
30096;785;274;30/08/2012;2;647.99;0;SO47730
30096;862;274;30/08/2012;4;22.79;0;SO47730
29797;854;289;30/09/2012;2;44.99;0;SO47960
29797;861;289;30/09/2012;4;22.79;0;SO47960
29797;783;289;30/09/2012;3;1229.46;0;SO47960
29797;863;289;30/09/2012;3;22.79;0;SO47960
29797;780;289;30/09/2012;3;1242.85;0;SO47960
29797;712;289;30/09/2012;3;5.19;0;SO47960
29797;862;289;30/09/2012;6;22.79;0;SO47960
29797;781;289;30/09/2012;3;1242.85;0;SO47960
30058;787;278;30/09/2012;1;647.99;0;SO47961
29955;788;275;30/09/2012;2;647.99;0;SO47962
29955;862;275;30/09/2012;3;22.79;0;SO47962
29955;743;275;30/09/2012;2;736.15;0;SO47962
29955;831;275;30/09/2012;4;209.26;0;SO47962
29955;780;275;30/09/2012;4;1242.85;0;SO47962
29955;779;275;30/09/2012;3;1242.85;0;SO47962
29955;814;275;30/09/2012;4;209.26;0;SO47962
29955;859;275;30/09/2012;1;14.13;0;SO47962
29955;742;275;30/09/2012;2;744.27;0;SO47962
29955;809;275;30/09/2012;4;33.77;0;SO47962
29955;782;275;30/09/2012;6;1229.46;0;SO47962
29955;815;275;30/09/2012;1;36.45;0;SO47962
29955;824;275;30/09/2012;4;141.62;0;SO47962
29955;806;275;30/09/2012;2;61.37;0;SO47962
29955;786;275;30/09/2012;1;647.99;0;SO47962
29955;807;275;30/09/2012;3;74.84;0;SO47962
29955;748;275;30/09/2012;3;744.27;0;SO47962
29955;863;275;30/09/2012;4;22.79;0;SO47962
29955;804;275;30/09/2012;6;137.69;0;SO47962
29955;747;275;30/09/2012;4;736.15;0;SO47962
29955;781;275;30/09/2012;2;1242.85;0;SO47962
29955;825;275;30/09/2012;6;196.33;0;SO47962
29955;783;275;30/09/2012;3;1229.46;0;SO47962
29955;784;275;30/09/2012;1;1229.46;0;SO47962
29620;862;289;30/09/2012;2;22.79;0;SO47963
29620;783;289;30/09/2012;2;1229.46;0;SO47963
29620;782;289;30/09/2012;2;1229.46;0;SO47963
29620;863;289;30/09/2012;3;22.79;0;SO47963
30115;760;289;30/09/2012;1;469.79;0;SO47964
30115;844;289;30/09/2012;6;11.99;0;SO47964
30115;843;289;30/09/2012;1;15.00;0;SO47964
30115;819;289;30/09/2012;4;149.03;0;SO47964
30115;789;289;30/09/2012;1;1466.01;0;SO47964
29888;761;279;30/09/2012;2;469.79;0;SO47965
29888;793;279;30/09/2012;2;1308.94;0;SO47965
29888;796;279;30/09/2012;5;1308.94;0;SO47965
29888;716;279;30/09/2012;6;28.84;0;SO47965
29888;765;279;30/09/2012;4;469.79;0;SO47965
29888;799;279;30/09/2012;2;600.26;0;SO47965
29888;770;279;30/09/2012;3;469.79;0;SO47965
29888;738;279;30/09/2012;2;183.94;0;SO47965
29888;835;279;30/09/2012;3;324.45;0;SO47965
29888;730;279;30/09/2012;3;202.33;0;SO47965
29888;763;279;30/09/2012;2;469.79;0;SO47965
29888;800;279;30/09/2012;6;600.26;0;SO47965
29888;764;279;30/09/2012;1;469.79;0;SO47965
29888;794;279;30/09/2012;2;1308.94;0;SO47965
29888;725;279;30/09/2012;6;202.33;0;SO47965
29888;729;279;30/09/2012;4;202.33;0;SO47965
29888;797;279;30/09/2012;3;600.26;0;SO47965
29888;801;279;30/09/2012;3;600.26;0;SO47965
29888;766;279;30/09/2012;3;469.79;0;SO47965
29888;714;279;30/09/2012;2;28.84;0;SO47965
29888;769;279;30/09/2012;1;469.79;0;SO47965
29888;791;279;30/09/2012;1;1466.01;0;SO47965
29888;792;279;30/09/2012;3;1308.94;0;SO47965
29888;759;279;30/09/2012;1;469.79;0;SO47965
29888;795;279;30/09/2012;2;1308.94;0;SO47965
29888;768;279;30/09/2012;4;469.79;0;SO47965
29888;789;279;30/09/2012;2;1466.01;0;SO47965
29888;767;279;30/09/2012;3;469.79;0;SO47965
29888;790;279;30/09/2012;1;1466.01;0;SO47965
29888;826;279;30/09/2012;1;67.54;0;SO47965
29888;820;279;30/09/2012;4;198.04;0;SO47965
29888;822;279;30/09/2012;1;324.45;0;SO47965
29888;836;279;30/09/2012;1;324.45;0;SO47965
29539;765;278;30/09/2012;1;469.79;0;SO47966
29539;852;278;30/09/2012;4;44.99;0;SO47966
29539;763;278;30/09/2012;3;469.79;0;SO47966
29539;760;278;30/09/2012;1;469.79;0;SO47966
29539;854;278;30/09/2012;3;44.99;0;SO47966
29539;770;278;30/09/2012;2;469.79;0;SO47966
29539;835;278;30/09/2012;1;324.45;0;SO47966
29539;715;278;30/09/2012;2;28.84;0;SO47966
29539;762;278;30/09/2012;2;469.79;0;SO47966
29539;712;278;30/09/2012;3;5.19;0;SO47966
30108;739;289;30/09/2012;1;744.27;0;SO47967
30108;802;289;30/09/2012;1;88.93;0;SO47967
30108;825;289;30/09/2012;4;196.33;0;SO47967
30108;783;289;30/09/2012;5;1229.46;0;SO47967
30108;785;289;30/09/2012;2;647.99;0;SO47967
30108;748;289;30/09/2012;4;744.27;0;SO47967
30108;831;289;30/09/2012;5;209.26;0;SO47967
30108;807;289;30/09/2012;1;74.84;0;SO47967
30108;782;289;30/09/2012;4;1229.46;0;SO47967
30108;824;289;30/09/2012;6;141.62;0;SO47967
30108;781;289;30/09/2012;4;1242.85;0;SO47967
30108;806;289;30/09/2012;6;61.37;0;SO47967
30108;742;289;30/09/2012;1;744.27;0;SO47967
30108;784;289;30/09/2012;1;1229.46;0;SO47967
30108;814;289;30/09/2012;3;209.26;0;SO47967
30108;779;289;30/09/2012;1;1242.85;0;SO47967
30108;815;289;30/09/2012;3;36.45;0;SO47967
30108;808;289;30/09/2012;1;24.29;0;SO47967
30108;747;289;30/09/2012;4;736.15;0;SO47967
30108;780;289;30/09/2012;4;1242.85;0;SO47967
30108;788;289;30/09/2012;1;647.99;0;SO47967
30108;863;289;30/09/2012;5;22.79;0;SO47967
30108;832;289;30/09/2012;4;209.26;0;SO47967
30108;787;289;30/09/2012;1;647.99;0;SO47967
30085;817;275;30/09/2012;1;180.13;0;SO47968
30085;815;275;30/09/2012;1;36.45;0;SO47968
30085;859;275;30/09/2012;4;14.13;0;SO47968
29986;783;287;30/09/2012;2;1229.46;0;SO47969
29986;780;287;30/09/2012;2;1242.85;0;SO47969
29986;782;287;30/09/2012;3;1229.46;0;SO47969
29986;861;287;30/09/2012;1;22.79;0;SO47969
29986;863;287;30/09/2012;3;22.79;0;SO47969
29818;810;276;30/09/2012;3;65.60;0;SO47970
29818;831;276;30/09/2012;2;209.26;0;SO47970
29818;816;276;30/09/2012;2;125.42;0;SO47970
29818;814;276;30/09/2012;7;209.26;0;SO47970
29818;863;276;30/09/2012;19;20.89;0,05;SO47970
29818;787;276;30/09/2012;3;647.99;0;SO47970
29818;825;276;30/09/2012;3;196.33;0;SO47970
29818;786;276;30/09/2012;5;647.99;0;SO47970
29818;782;276;30/09/2012;6;1229.46;0;SO47970
29818;781;276;30/09/2012;5;1242.85;0;SO47970
29818;815;276;30/09/2012;4;36.45;0;SO47970
29818;824;276;30/09/2012;2;141.62;0;SO47970
29818;780;276;30/09/2012;2;1242.85;0;SO47970
29818;817;276;30/09/2012;2;180.13;0;SO47970
29818;785;276;30/09/2012;9;647.99;0;SO47970
29818;748;276;30/09/2012;5;744.27;0;SO47970
29818;783;276;30/09/2012;6;1229.46;0;SO47970
29818;862;276;30/09/2012;8;22.79;0;SO47970
29818;861;276;30/09/2012;4;22.79;0;SO47970
29818;743;276;30/09/2012;2;736.15;0;SO47970
29818;809;276;30/09/2012;2;33.77;0;SO47970
29818;788;276;30/09/2012;7;647.99;0;SO47970
29818;823;276;30/09/2012;2;52.65;0;SO47970
29818;784;276;30/09/2012;10;1229.46;0;SO47970
29818;832;276;30/09/2012;6;209.26;0;SO47970
29818;779;276;30/09/2012;8;1242.85;0;SO47970
30011;763;279;30/09/2012;1;469.79;0;SO47971
30011;770;279;30/09/2012;3;469.79;0;SO47971
30011;765;279;30/09/2012;4;469.79;0;SO47971
30011;762;279;30/09/2012;3;469.79;0;SO47971
30011;760;279;30/09/2012;1;469.79;0;SO47971
30028;715;276;30/09/2012;4;28.84;0;SO47972
30028;852;276;30/09/2012;4;44.99;0;SO47972
30028;782;276;30/09/2012;2;1229.46;0;SO47972
30028;861;276;30/09/2012;1;22.79;0;SO47972
30028;863;276;30/09/2012;9;22.79;0;SO47972
30028;712;276;30/09/2012;4;5.19;0;SO47972
30028;862;276;30/09/2012;2;22.79;0;SO47972
29895;765;289;30/09/2012;3;469.79;0;SO47973
29895;729;289;30/09/2012;3;202.33;0;SO47973
29895;798;289;30/09/2012;6;600.26;0;SO47973
29895;793;289;30/09/2012;2;1308.94;0;SO47973
29895;826;289;30/09/2012;5;67.54;0;SO47973
29895;768;289;30/09/2012;3;469.79;0;SO47973
29895;852;289;30/09/2012;3;44.99;0;SO47973
29895;854;289;30/09/2012;9;44.99;0;SO47973
29895;769;289;30/09/2012;4;469.79;0;SO47973
29895;762;289;30/09/2012;1;469.79;0;SO47973
29895;726;289;30/09/2012;1;202.33;0;SO47973
29895;795;289;30/09/2012;2;1308.94;0;SO47973
29895;770;289;30/09/2012;3;469.79;0;SO47973
29895;790;289;30/09/2012;3;1466.01;0;SO47973
29895;822;289;30/09/2012;3;324.45;0;SO47973
29895;738;289;30/09/2012;4;183.94;0;SO47973
29895;797;289;30/09/2012;2;600.26;0;SO47973
29895;856;289;30/09/2012;1;53.99;0;SO47973
29895;843;289;30/09/2012;1;15.00;0;SO47973
29895;800;289;30/09/2012;2;600.26;0;SO47973
29895;716;289;30/09/2012;5;28.84;0;SO47973
29895;711;289;30/09/2012;8;20.19;0;SO47973
29895;792;289;30/09/2012;1;1308.94;0;SO47973
29895;801;289;30/09/2012;2;600.26;0;SO47973
29895;835;289;30/09/2012;1;324.45;0;SO47973
29895;714;289;30/09/2012;6;28.84;0;SO47973
29895;759;289;30/09/2012;2;469.79;0;SO47973
29895;796;289;30/09/2012;1;1308.94;0;SO47973
29895;708;289;30/09/2012;3;20.19;0;SO47973
29895;760;289;30/09/2012;3;469.79;0;SO47973
29895;791;289;30/09/2012;1;1466.01;0;SO47973
29895;849;289;30/09/2012;4;35.99;0;SO47973
29895;820;289;30/09/2012;2;198.04;0;SO47973
29895;813;289;30/09/2012;1;65.60;0;SO47973
29895;844;289;30/09/2012;2;11.99;0;SO47973
29895;725;289;30/09/2012;1;202.33;0;SO47973
29895;722;289;30/09/2012;2;183.94;0;SO47973
29895;712;289;30/09/2012;2;5.19;0;SO47973
29895;799;289;30/09/2012;3;600.26;0;SO47973
29895;789;289;30/09/2012;1;1466.01;0;SO47973
29895;859;289;30/09/2012;1;14.13;0;SO47973
29895;794;289;30/09/2012;5;1308.94;0;SO47973
29895;763;289;30/09/2012;1;469.79;0;SO47973
29895;764;289;30/09/2012;1;469.79;0;SO47973
29895;767;289;30/09/2012;2;469.79;0;SO47973
29895;707;289;30/09/2012;3;20.19;0;SO47973
29892;797;289;30/09/2012;1;600.26;0;SO47974
29892;859;289;30/09/2012;3;14.13;0;SO47974
29509;722;275;30/09/2012;1;183.94;0;SO47975
29509;763;275;30/09/2012;1;469.79;0;SO47975
29509;799;275;30/09/2012;2;600.26;0;SO47975
29509;813;275;30/09/2012;1;65.60;0;SO47975
29509;856;275;30/09/2012;2;53.99;0;SO47975
29509;768;275;30/09/2012;4;469.79;0;SO47975
29509;769;275;30/09/2012;3;469.79;0;SO47975
29509;770;275;30/09/2012;3;469.79;0;SO47975
29509;798;275;30/09/2012;3;600.26;0;SO47975
29509;797;275;30/09/2012;5;600.26;0;SO47975
29509;792;275;30/09/2012;4;1308.94;0;SO47975
29509;794;275;30/09/2012;2;1308.94;0;SO47975
29509;730;275;30/09/2012;1;202.33;0;SO47975
29509;715;275;30/09/2012;7;28.84;0;SO47975
29509;760;275;30/09/2012;1;469.79;0;SO47975
29509;820;275;30/09/2012;4;198.04;0;SO47975
29509;766;275;30/09/2012;2;469.79;0;SO47975
29509;762;275;30/09/2012;1;469.79;0;SO47975
29509;854;275;30/09/2012;1;44.99;0;SO47975
29509;712;275;30/09/2012;8;5.19;0;SO47975
29509;764;275;30/09/2012;2;469.79;0;SO47975
29509;790;275;30/09/2012;1;1466.01;0;SO47975
29509;716;275;30/09/2012;3;28.84;0;SO47975
29509;761;275;30/09/2012;2;469.79;0;SO47975
29509;707;275;30/09/2012;3;20.19;0;SO47975
29509;852;275;30/09/2012;9;44.99;0;SO47975
29509;795;275;30/09/2012;1;1308.94;0;SO47975
29509;819;275;30/09/2012;2;149.03;0;SO47975
29509;767;275;30/09/2012;1;469.79;0;SO47975
29509;849;275;30/09/2012;2;35.99;0;SO47975
29509;708;275;30/09/2012;5;20.19;0;SO47975
29509;711;275;30/09/2012;1;20.19;0;SO47975
29509;791;275;30/09/2012;1;1466.01;0;SO47975
29509;796;275;30/09/2012;1;1308.94;0;SO47975
29509;835;275;30/09/2012;2;324.45;0;SO47975
29509;843;275;30/09/2012;2;15.00;0;SO47975
29509;793;275;30/09/2012;5;1308.94;0;SO47975
29509;759;275;30/09/2012;3;469.79;0;SO47975
29509;726;275;30/09/2012;3;202.33;0;SO47975
29509;801;275;30/09/2012;2;600.26;0;SO47975
29509;836;275;30/09/2012;4;324.45;0;SO47975
29509;789;275;30/09/2012;3;1466.01;0;SO47975
29509;738;275;30/09/2012;1;183.94;0;SO47975
29509;826;275;30/09/2012;5;67.54;0;SO47975
29509;800;275;30/09/2012;2;600.26;0;SO47975
29509;844;275;30/09/2012;3;11.99;0;SO47975
29828;824;275;30/09/2012;2;141.62;0;SO47976
29828;707;275;30/09/2012;1;20.19;0;SO47976
29828;810;275;30/09/2012;2;65.60;0;SO47976
29828;782;275;30/09/2012;6;1229.46;0;SO47976
29828;816;275;30/09/2012;2;125.42;0;SO47976
29828;780;275;30/09/2012;7;1242.85;0;SO47976
29828;788;275;30/09/2012;4;647.99;0;SO47976
29828;862;275;30/09/2012;19;20.89;0,05;SO47976
29828;831;275;30/09/2012;1;209.26;0;SO47976
29828;786;275;30/09/2012;4;647.99;0;SO47976
29828;863;275;30/09/2012;7;22.79;0;SO47976
29828;779;275;30/09/2012;5;1242.85;0;SO47976
29828;785;275;30/09/2012;3;647.99;0;SO47976
29828;781;275;30/09/2012;2;1242.85;0;SO47976
29828;787;275;30/09/2012;2;647.99;0;SO47976
29828;814;275;30/09/2012;4;209.26;0;SO47976
29828;743;275;30/09/2012;2;736.15;0;SO47976
29828;825;275;30/09/2012;3;196.33;0;SO47976
29828;823;275;30/09/2012;1;52.65;0;SO47976
29828;783;275;30/09/2012;2;1229.46;0;SO47976
29988;791;289;30/09/2012;4;1466.01;0;SO47977
29988;717;289;30/09/2012;2;780.82;0;SO47977
29988;718;289;30/09/2012;1;780.82;0;SO47977
29946;797;278;30/09/2012;5;600.26;0;SO47978
29946;764;278;30/09/2012;2;469.79;0;SO47978
29946;789;278;30/09/2012;1;1466.01;0;SO47978
29946;790;278;30/09/2012;1;1466.01;0;SO47978
29946;763;278;30/09/2012;5;469.79;0;SO47978
29946;820;278;30/09/2012;2;198.04;0;SO47978
29946;798;278;30/09/2012;1;600.26;0;SO47978
29946;761;278;30/09/2012;4;469.79;0;SO47978
29946;768;278;30/09/2012;4;469.79;0;SO47978
29946;793;278;30/09/2012;2;1308.94;0;SO47978
29946;765;278;30/09/2012;8;469.79;0;SO47978
29946;819;278;30/09/2012;2;149.03;0;SO47978
29946;794;278;30/09/2012;2;1308.94;0;SO47978
29677;854;289;30/09/2012;4;44.99;0;SO47979
29677;826;289;30/09/2012;3;67.54;0;SO47979
29677;765;289;30/09/2012;1;469.79;0;SO47979
29677;762;289;30/09/2012;1;469.79;0;SO47979
29677;715;289;30/09/2012;1;28.84;0;SO47979
29677;852;289;30/09/2012;3;44.99;0;SO47979
29677;835;289;30/09/2012;2;324.45;0;SO47979
29677;712;289;30/09/2012;2;5.19;0;SO47979
29677;770;289;30/09/2012;3;469.79;0;SO47979
29627;770;278;30/09/2012;14;454.13;0,02;SO47980
29627;822;278;30/09/2012;4;324.45;0;SO47980
29627;844;278;30/09/2012;2;11.99;0;SO47980
29627;714;278;30/09/2012;8;28.84;0;SO47980
29627;711;278;30/09/2012;6;20.19;0;SO47980
29627;843;278;30/09/2012;1;15.00;0;SO47980
29627;841;278;30/09/2012;5;35.99;0;SO47980
29627;707;278;30/09/2012;5;20.19;0;SO47980
29627;849;278;30/09/2012;3;35.99;0;SO47980
29627;760;278;30/09/2012;6;469.79;0;SO47980
29627;853;278;30/09/2012;3;44.99;0;SO47980
29627;726;278;30/09/2012;1;202.33;0;SO47980
29627;854;278;30/09/2012;8;44.99;0;SO47980
29627;716;278;30/09/2012;3;28.84;0;SO47980
29627;712;278;30/09/2012;5;5.19;0;SO47980
29627;762;278;30/09/2012;3;469.79;0;SO47980
29627;708;278;30/09/2012;7;20.19;0;SO47980
29627;855;278;30/09/2012;3;53.99;0;SO47980
29627;836;278;30/09/2012;6;324.45;0;SO47980
29627;730;278;30/09/2012;4;202.33;0;SO47980
29627;738;278;30/09/2012;7;183.94;0;SO47980
29627;725;278;30/09/2012;2;202.33;0;SO47980
29627;859;278;30/09/2012;4;14.13;0;SO47980
29627;729;278;30/09/2012;3;202.33;0;SO47980
29627;852;278;30/09/2012;12;43.49;0,02;SO47980
29627;722;278;30/09/2012;6;183.94;0;SO47980
29627;826;278;30/09/2012;3;67.54;0;SO47980
29627;857;278;30/09/2012;4;53.99;0;SO47980
29627;835;278;30/09/2012;3;324.45;0;SO47980
29627;715;278;30/09/2012;10;28.84;0;SO47980
29627;856;278;30/09/2012;7;53.99;0;SO47980
29627;858;278;30/09/2012;2;14.13;0;SO47980
29627;850;278;30/09/2012;2;35.99;0;SO47980
29680;861;274;30/09/2012;1;22.79;0;SO47981
29680;783;274;30/09/2012;1;1229.46;0;SO47981
29680;862;274;30/09/2012;10;22.79;0;SO47981
29680;782;274;30/09/2012;1;1229.46;0;SO47981
29991;809;284;30/09/2012;2;33.77;0;SO47982
29961;768;275;30/09/2012;1;469.79;0;SO47983
29865;835;276;30/09/2012;3;324.45;0;SO47984
29865;761;276;30/09/2012;3;469.79;0;SO47984
29865;854;276;30/09/2012;9;44.99;0;SO47984
29865;712;276;30/09/2012;1;5.19;0;SO47984
29865;826;276;30/09/2012;4;67.54;0;SO47984
29865;760;276;30/09/2012;2;469.79;0;SO47984
29865;763;276;30/09/2012;3;469.79;0;SO47984
29865;715;276;30/09/2012;4;28.84;0;SO47984
29865;852;276;30/09/2012;8;44.99;0;SO47984
29949;805;276;30/09/2012;1;20.52;0;SO47985
29997;857;283;30/09/2012;5;53.99;0;SO47986
29997;742;283;30/09/2012;2;744.27;0;SO47986
29997;784;283;30/09/2012;9;1229.46;0;SO47986
29997;806;283;30/09/2012;8;61.37;0;SO47986
29997;841;283;30/09/2012;6;35.99;0;SO47986
29997;781;283;30/09/2012;6;1242.85;0;SO47986
29997;850;283;30/09/2012;4;35.99;0;SO47986
29997;787;283;30/09/2012;5;647.99;0;SO47986
29997;859;283;30/09/2012;2;14.13;0;SO47986
29997;748;283;30/09/2012;4;744.27;0;SO47986
29997;743;283;30/09/2012;6;736.15;0;SO47986
29997;852;283;30/09/2012;8;44.99;0;SO47986
29997;708;283;30/09/2012;8;20.19;0;SO47986
29997;786;283;30/09/2012;5;647.99;0;SO47986
29997;747;283;30/09/2012;3;736.15;0;SO47986
29997;716;283;30/09/2012;2;28.84;0;SO47986
29997;783;283;30/09/2012;6;1229.46;0;SO47986
29997;831;283;30/09/2012;2;209.26;0;SO47986
29997;807;283;30/09/2012;2;74.84;0;SO47986
29997;805;283;30/09/2012;2;20.52;0;SO47986
29997;853;283;30/09/2012;4;44.99;0;SO47986
29997;712;283;30/09/2012;4;5.19;0;SO47986
29997;707;283;30/09/2012;3;20.19;0;SO47986
29997;814;283;30/09/2012;4;209.26;0;SO47986
29997;714;283;30/09/2012;6;28.84;0;SO47986
29997;809;283;30/09/2012;4;33.77;0;SO47986
29997;843;283;30/09/2012;4;15.00;0;SO47986
29997;823;283;30/09/2012;1;52.65;0;SO47986
29997;825;283;30/09/2012;8;196.33;0;SO47986
29997;785;283;30/09/2012;2;647.99;0;SO47986
29997;779;283;30/09/2012;12;1201.42;0,02;SO47986
29997;711;283;30/09/2012;6;20.19;0;SO47986
29997;782;283;30/09/2012;2;1229.46;0;SO47986
